1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	599	0	
8	0	0	0	599	0	
9	0	167	167	600	0	
10	0	167	167	601	0	
11	0	169	168	0	0	
12	0	169	169	0	0	
13	0	170	170	0	0	
14	0	0	0	0	0	
15	191	0	0	0	0	
16	191	0	0	0	0	
17	0	0	0	0	0	
18	193	0	0	194	0	
19	195	0	0	0	0	
20	195	0	0	195	0	
21	196	0	0	0	0	
22	0	0	0	0	0	
23	0	0	0	0	0	
24	200	0	0	0	0	
25	200	0	0	0	0	
26	201	0	0	0	0	
27	202	0	0	0	0	
28	0	0	0	0	206	
29	0	0	0	0	207	
30	0	0	0	0	208	
31	0	0	571	0	211	
32	0	0	0	0	212	
33	0	0	0	0	213	
34	0	0	0	0	213	
35	0	0	0	222	214	
36	0	0	0	0	216	
37	0	0	0	0	219	
38	0	0	0	0	0	
39	0	0	0	225	219	
40	0	0	0	0	0	
41	0	0	0	0	0	
42	0	0	0	0	0	
43	0	0	0	0	0	
44	0	0	0	0	0	
45	0	0	0	0	0	
46	231	0	0	0	231	
47	0	0	0	0	232	
48	0	0	0	0	0	
49	0	0	0	0	0	
50	0	0	0	0	0	
51	0	0	0	0	0	
52	0	0	0	0	0	
53	0	0	0	0	0	
54	0	0	0	0	242	
55	0	0	0	0	0	
56	524	0	0	0	0	
57	526	0	0	0	0	
58	526	0	0	0	0	
59	0	0	0	0	0	
60	0	0	0	0	0	
61	254	0	254	0	0	
62	0	0	0	256	0	
63	0	0	0	257	0	
64	258	257	257	257	0	
65	258	257	257	258	0	
66	260	258	258	259	0	
67	261	260	260	260	0	
68	262	261	0	261	261	
69	263	262	262	263	0	
70	264	263	264	264	0	
71	266	265	0	265	0	
72	267	0	0	267	267	
73	268	0	0	268	0	
74	0	270	270	269	0	
75	0	0	0	270	0	
76	0	0	0	0	272	
77	0	0	0	0	0	
78	0	72	72	349	0	
79	0	0	0	0	0	
80	0	0	0	0	0	
81	428	0	0	0	0	
82	429	0	0	0	0	
83	430	346	346	69	69	
84	432	0	0	494	69	
85	433	0	0	0	0	
86	434	0	0	0	0	
87	435	0	0	0	0	
88	436	0	0	342	0	
89	438	0	0	341	0	
90	439	0	0	0	0	
91	299	0	0	0	0	
92	300	0	0	0	0	
93	0	0	0	0	62	
94	302	0	304	0	63	
95	303	0	0	0	0	
96	480	0	0	0	0	
97	0	0	0	0	0	
98	0	0	0	0	0	
99	0	0	0	0	0	
100	0	0	0	0	0	
101	0	0	0	0	0	
102	0	0	0	0	0	
103	0	0	0	0	0	
104	465	0	0	467	0	
105	466	0	0	467	0	
106	466	0	0	468	0	
107	467	0	0	0	53	
108	468	0	0	0	53	
109	0	0	0	0	472	
110	0	0	0	0	474	
111	478	0	0	476	0	
112	0	476	0	477	0	
113	332	0	0	0	0	
114	333	0	0	479	0	
115	61	0	0	480	0	
116	482	0	0	62	0	
117	483	0	0	483	0	
118	484	0	0	484	0	
119	486	487	487	485	0	
120	488	488	488	488	0	
121	489	488	488	489	0	
122	490	489	490	490	67	
123	491	490	490	343	491	
124	344	492	492	343	492	
125	345	344	344	344	491	
126	345	345	345	345	492	
127	0	0	0	0	285	
128	347	346	346	346	494	
129	71	71	71	71	495	
130	348	348	348	348	0	
131	349	348	348	349	0	
132	350	350	350	0	74	
133	350	350	350	0	0	
134	351	351	351	0	0	
135	352	352	352	0	0	
136	353	0	353	0	0	
137	355	355	355	0	0	
138	0	355	355	0	0	
139	356	0	0	0	0	
140	0	0	0	0	0	
141	0	361	361	0	0	
142	0	362	34	0	0	
143	34	363	363	0	0	
144	0	0	0	0	0	
145	0	0	0	0	0	
146	0	0	0	0	0	
147	0	0	0	0	0	
148	0	0	0	0	0	
149	0	0	0	0	0	
150	0	0	0	0	0	
151	367	0	0	367	405	
152	367	0	0	367	405	
153	368	0	0	0	225	
154	368	0	0	0	0	
155	370	0	0	0	0	
156	370	0	0	0	0	
157	373	374	0	0	373	
158	373	373	374	0	374	
159	374	0	0	0	0	
160	0	0	0	0	0	
161	375	0	0	0	0	
162	0	0	0	0	0	
163	0	0	0	0	0	
164	0	0	0	0	0	
165	0	0	0	0	0	
166	0	0	0	0	383	
167	0	0	0	0	385	
168	0	0	0	0	0	
169	0	0	0	0	0	
170	0	0	0	0	0	
171	0	0	0	0	0	
172	0	0	0	386	0	
173	0	0	0	0	379	
174	0	0	0	0	0	
175	0	0	0	0	0	
176	0	0	0	0	0	
177	0	0	0	0	0	
178	0	0	0	0	0	
179	0	0	0	0	0	
180	0	0	0	0	0	
181	0	0	0	0	0	
182	0	0	0	0	0	
183	401	0	0	0	0	
184	402	0	0	0	0	
185	0	0	0	578	0	
186	0	0	0	0	0	
187	0	0	0	0	0	
188	0	0	0	0	406	
189	408	0	0	0	406	
190	0	0	0	0	0	
191	0	409	409	0	409	
192	0	0	0	0	409	
193	0	0	0	0	410	
194	0	0	0	0	0	
195	0	0	0	0	0	
196	0	0	0	0	0	
197	0	0	0	0	0	
198	0	0	0	0	0	
199	0	0	0	0	0	
200	0	0	0	0	0	
201	0	0	0	0	0	
202	0	0	0	0	0	
203	0	0	0	0	0	
